,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5148,6196-HBOBZ,0,0,1,0,65,1,1,3,1,1,1,0,1,0,3,1,1,99.35,6347.55,0
6518,1963-SVUCV,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,45.3,45.3,1
2078,7746-QYVCO,0,0,1,1,16,1,0,1,1,1,0,0,0,0,2,1,2,55.85,857.8,0
492,0388-EOPEX,1,0,1,0,2,1,0,3,1,0,0,0,0,0,1,1,1,74.4,139.4,1
1583,2720-FVBQP,1,0,1,1,6,1,1,1,0,0,0,0,0,0,1,1,4,48.95,273.25,0
3174,6968-MHOMU,0,0,1,0,58,0,-1,1,0,0,0,0,1,1,2,1,4,45.0,2689.35,0
2501,6585-WCEWR,0,0,1,1,72,1,0,0,-1,-1,-1,-1,-1,-1,3,0,1,20.35,1354.4,0
3596,3656-TKRVZ,1,0,0,0,3,1,0,1,1,1,0,0,0,0,1,0,1,55.35,165.2,1
3582,6357-JJPQT,1,0,0,0,3,1,0,3,0,0,0,0,1,0,1,1,1,80.5,232.35,0
6431,3266-FTKHB,0,0,0,0,17,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.15,343.45,0
6298,7356-IWLFW,0,0,1,1,46,1,1,3,0,1,0,0,0,0,1,1,3,80.0,3769.7,0
4715,7508-DQAKK,1,0,0,0,64,1,1,1,1,1,1,1,1,1,3,1,4,86.4,5442.05,0
6000,9503-XJUME,0,0,0,1,52,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.65,928.4,0
160,8992-VONJD,1,0,0,1,13,1,0,1,1,1,0,0,0,0,1,1,1,56.0,764.55,0
2237,2212-LYASK,0,0,1,1,27,0,-1,1,0,1,1,0,0,1,2,1,4,45.85,1246.4,0
528,7601-GNDYK,0,0,1,1,35,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.6,686.95,0
3369,4680-KUTAJ,1,1,0,0,11,1,1,1,1,0,0,0,0,0,1,1,1,55.6,580.8,0
2261,3126-WQMGH,1,0,1,0,49,1,1,1,0,0,0,0,0,0,1,1,4,52.15,2583.75,0
11,7469-LKBCI,0,0,0,0,16,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,18.95,326.8,0
2175,7927-AUXBZ,1,0,0,0,30,1,0,3,0,0,0,1,1,0,1,0,1,85.15,2555.9,1
2947,5131-PONJI,0,0,1,1,49,1,0,3,0,1,1,0,1,0,1,1,4,90.4,4494.65,0
2906,7742-MYPGI,1,0,1,1,6,1,0,1,0,0,0,1,0,0,1,1,2,48.8,297.35,0
2209,4365-MSDYN,0,0,1,0,8,1,0,0,-1,-1,-1,-1,-1,-1,1,1,3,19.55,161.15,0
5836,2862-JVEOY,0,0,0,0,6,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.15,124.4,0
3476,3756-VNWDH,0,1,1,0,65,1,1,3,1,0,0,0,1,1,2,1,1,100.75,6674.65,0
1233,1299-AURJA,1,0,1,1,70,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,24.7,1685.9,0
5992,0687-ZVTHB,0,0,1,1,65,1,1,1,1,1,1,0,0,1,2,0,4,72.45,4653.85,1
5296,8745-PVESG,1,0,0,0,57,0,-1,1,1,0,1,1,0,0,2,1,4,41.1,2258.25,0
145,5716-EZXZN,1,0,1,1,65,1,1,3,1,1,0,1,1,0,3,1,4,99.05,6416.7,0
5614,3301-VKTGC,0,0,1,1,68,1,1,3,1,1,0,0,0,0,2,1,3,85.5,5696.6,0
2109,3521-HTQTV,0,0,0,0,34,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,26.1,980.35,0
3583,2292-XQWSV,0,0,1,1,40,0,-1,1,0,1,1,1,1,1,2,0,2,60.3,2448.5,0
1212,4291-SHSBH,0,0,0,0,7,1,0,3,0,0,0,0,0,0,1,1,1,69.55,521.35,0
2490,7641-TQFHN,0,0,0,1,39,1,1,3,0,0,0,1,1,1,3,0,2,100.55,3895.35,0
2539,2050-ONYDQ,1,0,1,1,65,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,26.0,1654.85,0
740,4381-MHQDC,1,0,0,0,47,1,1,1,1,0,1,1,0,0,3,1,2,65.0,2879.9,0
4672,8082-GHXOP,0,0,0,1,13,1,0,1,0,0,0,0,0,0,1,0,2,44.0,659.35,0
2037,8309-IEYJD,1,1,0,0,1,1,0,3,0,0,0,0,0,0,1,1,2,70.6,70.6,0
4729,6522-OIQSX,1,0,1,1,69,0,-1,1,0,1,1,0,1,1,3,1,4,54.95,3772.5,0
5743,2384-OVPSA,1,1,0,0,38,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.2,735.9,0
6623,9248-OJYKK,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,76.45,76.45,1
6997,2523-EWWZL,1,0,1,0,27,1,0,3,0,1,0,0,0,0,1,1,1,76.1,2093.4,0
2328,4238-JSSWH,1,1,1,0,35,1,1,3,0,0,1,0,1,1,1,0,3,102.05,3452.55,0
6577,6953-PBDIN,0,0,1,0,70,1,1,1,0,1,1,1,1,0,3,0,3,72.95,5265.55,0
2654,2725-KXXWT,0,0,1,0,1,1,0,3,0,0,0,0,1,1,1,1,1,90.75,90.75,1
1149,8844-TONUD,0,0,1,1,13,1,0,3,0,0,1,0,1,1,1,1,2,96.65,1162.85,1
1187,8089-UZWLX,1,1,0,0,71,1,1,3,0,0,1,0,1,1,3,0,3,104.05,7413.55,0
3171,8908-SLFCJ,1,0,0,0,21,1,0,0,-1,-1,-1,-1,-1,-1,3,1,4,20.85,435.25,0
2325,3097-PYWXL,1,0,1,1,4,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,19.95,82.9,0
19,4183-MYFRB,1,0,0,0,21,1,0,3,0,1,1,0,0,1,1,1,1,90.05,1862.9,0
1210,9824-BEMCV,0,0,1,1,17,1,0,3,0,0,0,0,0,0,1,1,1,69.0,1149.65,1
2830,1699-UOTXU,0,0,0,0,60,1,0,1,1,1,1,0,0,0,3,0,1,61.4,3638.25,0
6863,0657-DOGUM,1,0,1,0,48,1,1,1,1,0,0,1,0,0,2,1,3,60.6,2985.25,0
2626,4611-ANLQC,1,0,1,0,60,0,-1,1,1,1,1,0,0,1,2,0,1,50.05,2911.5,0
3481,7339-POGZN,1,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,1,50.7,214.55,0
3164,2603-HVKCG,0,0,0,0,31,1,0,3,0,1,1,0,1,1,1,1,1,101.4,3143.65,0
6175,4377-VDHYI,0,0,1,1,32,1,0,3,1,1,0,0,0,1,2,1,1,90.8,3023.85,0
792,5726-CVNYA,1,0,1,1,8,1,0,0,-1,-1,-1,-1,-1,-1,3,1,2,19.85,146.6,0
1617,4939-KYYPY,0,0,0,0,27,1,1,1,0,0,1,1,0,0,1,0,1,59.45,1611.65,0
5734,6408-WHTEF,0,0,1,1,72,1,1,1,1,1,1,1,1,1,3,1,2,89.4,6376.55,0
1091,5832-TRLPB,0,0,0,0,29,1,0,1,0,0,1,1,1,1,2,1,3,75.35,2243.9,0
6923,7619-PLRLP,1,0,1,0,53,1,1,1,1,1,1,0,0,1,2,0,3,74.1,3833.95,0
1277,4821-WQOYN,1,0,1,1,72,1,0,0,-1,-1,-1,-1,-1,-1,3,1,4,20.1,1326.25,0
6893,5876-HZVZM,1,0,1,1,6,1,0,1,1,1,0,0,0,0,1,0,4,55.9,365.35,1
2456,5968-HYJRZ,0,0,1,1,47,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,24.55,1160.45,0
5306,5940-NFXKV,0,0,1,1,19,1,1,3,0,0,0,0,0,1,1,1,1,83.65,1465.75,1
3293,2041-JIJCI,1,0,0,0,5,1,1,1,0,1,0,0,0,1,1,1,1,64.0,370.25,0
6687,5561-NWEVX,1,1,1,0,2,1,1,3,0,0,1,0,0,0,1,0,1,79.2,172.85,1
2317,6770-UAYGJ,1,0,1,1,49,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,25.25,1211.65,0
1205,6358-LYNGM,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,74.9,74.9,1
350,0513-RBGPE,0,0,1,1,37,1,1,1,1,0,1,1,0,0,3,1,4,62.8,2278.75,0
1314,9831-BPFRI,1,0,1,1,39,1,1,3,0,1,1,1,0,0,2,1,1,89.55,3474.45,1
3856,6710-HSJRD,0,0,1,0,61,1,1,3,0,1,1,1,1,1,1,1,1,114.1,7132.15,0
1370,7596-IIWYC,1,0,0,0,27,1,0,0,-1,-1,-1,-1,-1,-1,3,1,3,20.25,538.2,0
6909,9108-EJFJP,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,2,53.55,53.55,0
2582,7145-FEJWU,1,0,0,1,12,1,1,3,0,1,1,0,1,1,1,1,1,105.3,1275.65,0
6752,9928-BZVLZ,1,0,0,0,12,0,-1,1,1,0,1,1,0,1,3,0,2,49.85,552.1,0
1338,1934-SJVJK,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.15,20.15,1
4266,5445-PZWGX,0,0,0,0,62,1,1,3,1,1,0,1,0,1,2,0,1,102.0,6529.25,1
5679,5229-PRWKT,0,0,0,0,8,1,1,3,0,0,0,0,0,1,1,1,1,86.55,649.65,1
3162,6429-SHBCB,0,0,0,0,19,1,1,1,0,0,0,0,1,1,1,0,2,69.6,1394.55,0
1417,5651-WYIPH,1,1,0,0,18,1,0,1,0,1,0,0,0,0,1,1,4,49.85,865.75,0
3100,7271-AJDTL,1,0,1,0,55,1,1,3,0,1,1,0,1,0,1,1,4,94.45,5073.1,0
267,3197-ARFOY,1,1,0,0,19,1,0,3,1,1,0,1,1,1,1,1,2,105.0,2007.25,0
6578,3898-BSJYF,1,0,0,1,10,1,1,1,1,0,1,1,0,1,2,0,4,73.55,693.3,0
6352,2347-WKKAE,0,0,1,0,42,1,1,3,1,0,1,0,0,1,1,1,1,94.4,4014.6,0
5454,2506-TNFCO,1,1,1,0,1,1,0,3,0,0,0,0,0,0,1,1,1,69.55,69.55,1
6111,9812-GHVRI,1,0,0,0,40,1,1,3,0,0,0,0,0,1,1,0,3,83.85,3532.25,0
3572,1730-ZMAME,1,1,0,0,32,1,0,3,0,0,0,0,0,1,1,1,1,79.5,2665,0
6861,6692-UDPJC,1,0,1,1,14,1,1,3,0,0,0,1,1,0,1,1,1,91.65,1301,1
2040,7398-HPYZQ,0,0,1,0,71,1,1,1,1,1,1,1,1,1,3,0,3,90.55,6404,0
743,4018-PPNDW,1,0,1,1,61,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,24.1,1551.6,0
964,9117-SHLZX,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,45.7,45.7,1
3940,1559-DTODC,0,0,0,0,19,0,-1,1,0,0,0,0,0,0,1,1,3,25.15,468.35,0
4730,7813-ZGGAW,0,1,0,0,31,1,1,3,0,0,1,1,1,0,1,1,3,96.6,2877.95,0
3994,0406-BPDVR,1,1,1,0,54,1,1,3,0,1,0,0,1,1,2,1,4,101.5,5373.1,1
4584,7524-VRLPL,0,1,0,0,69,1,1,1,1,0,1,1,0,1,3,0,4,74.1,5031,0
800,5671-RQRLP,1,1,1,0,70,1,1,3,0,0,0,0,0,0,3,1,4,75.65,5411.4,0
1379,0562-KBDVM,1,0,0,0,70,0,-1,1,1,1,1,1,0,0,3,1,3,44.6,3058.15,0
5535,2404-JIBFC,1,0,1,1,55,1,1,1,1,0,1,1,1,1,3,1,3,85.1,4657.95,0
5873,2122-YWVYA,1,0,0,0,18,1,0,3,1,0,0,0,0,0,1,1,1,75.4,1380.4,0
4402,9039-RBEEE,0,0,0,0,39,0,-1,1,1,1,0,1,1,0,1,1,4,48.95,1880.85,1
2146,8894-JVDCV,1,0,0,0,62,1,1,3,1,1,1,1,1,1,2,1,4,115.05,7133.45,0
82,9191-MYQKX,1,0,1,0,7,1,0,3,0,0,1,0,0,0,1,1,3,75.15,496.9,1
6511,5135-RDDQL,1,0,1,1,63,1,0,1,1,0,0,0,0,0,3,1,3,50.65,3221.25,0
6590,1031-IIDEO,1,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,1,70.85,70.85,1
1957,5619-PTMIK,1,0,1,0,46,1,1,1,1,0,0,0,0,0,1,0,1,53.1,2459.8,0
1910,6637-KYRCV,1,0,1,1,5,0,-1,1,0,1,0,0,0,0,1,1,1,30.5,167.2,0
1683,0354-VXMJC,0,0,1,1,23,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.6,426.65,0
3791,3453-RTHJQ,0,0,0,0,6,1,0,3,0,0,0,0,0,0,1,1,1,69.1,435,0
5309,0704-VCUMB,1,0,1,0,61,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.25,1278.8,0
2523,9081-WWXKP,1,0,1,1,47,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.25,873.4,0
5121,4903-CNOZC,0,0,0,0,29,1,1,1,0,1,1,0,0,1,2,0,4,70.9,1964.6,0
2073,3061-BCKYI,0,0,0,0,14,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.9,283.75,0
2934,0208-BPQEJ,1,0,1,1,12,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,19.4,198.1,0
453,0256-LTHVJ,1,0,1,1,28,1,0,3,0,0,0,0,0,1,1,1,1,81.05,2227.1,1
3668,1353-GHZOS,0,0,1,0,22,1,0,1,1,0,0,0,1,0,2,1,3,59.75,1374.35,0
3428,8749-JMNKX,0,1,1,0,51,1,1,3,1,0,1,0,1,0,1,1,3,93.8,4750.95,1
6249,7823-JSOAG,0,0,0,0,3,1,1,3,0,0,0,0,0,0,1,0,1,74.5,217.45,0
5826,9507-EXLTT,1,0,1,0,1,1,0,3,0,0,0,0,1,0,1,1,3,79.35,79.35,1
5721,6064-ZATLR,1,0,0,0,27,1,0,1,1,1,0,0,0,0,3,0,3,52.85,1498.65,0
3015,1498-NHTLT,0,0,1,1,59,1,0,1,1,1,1,1,1,1,3,1,1,86.75,5186,0
6475,5448-VWNAM,1,0,0,1,19,1,1,1,1,1,0,1,1,0,1,1,2,75.9,1375.6,0
3180,6734-CKRSM,1,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.0,63.6,0
3975,2860-RANUS,1,1,0,0,20,1,1,3,0,0,0,0,0,1,1,1,4,85.8,1727.5,1
699,8338-QIUNR,0,0,1,1,72,1,1,1,1,0,1,1,0,0,3,1,4,66.5,4811.6,0
6163,3427-GGZZI,1,0,1,0,19,1,1,3,0,1,0,0,0,1,1,1,1,89.1,1620.8,0
2392,3771-PZOBW,0,0,0,0,20,1,1,3,0,0,1,0,1,0,1,1,4,90.7,1781.35,0
2748,2495-INZWQ,0,0,0,0,4,0,-1,1,0,0,0,0,1,1,1,1,1,44.55,174.3,1
1632,1899-VXWXM,0,0,0,0,48,1,1,3,0,1,1,0,1,1,2,1,4,106.1,5082.8,1
3584,9552-TGUZV,0,0,1,0,8,1,0,3,1,0,0,0,0,0,1,1,2,75.0,658.1,0
5389,9701-CDXHR,1,0,1,0,51,1,0,3,0,0,0,0,0,0,1,0,2,69.15,3649.6,0
1073,0655-RBDUG,0,0,0,0,7,1,1,3,0,0,1,0,1,1,1,1,3,98.05,713,1
4446,6161-UUUTA,0,1,0,0,3,1,0,3,0,0,0,0,1,0,1,1,1,79.9,260.9,1
3964,2632-IVXVF,1,0,1,1,68,1,1,3,1,0,1,1,1,1,3,0,4,111.75,7511.3,0
1151,8992-CEUEN,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,1,18.85,18.85,0
4539,4355-HBJHH,0,0,1,1,67,1,1,1,1,0,1,0,1,1,3,1,1,79.7,5293.4,1
5758,5847-MXBEO,0,0,0,0,22,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.3,475.1,0
710,1029-QFBEN,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.55,19.55,1
4135,8670-MEFCP,1,0,1,1,36,1,1,1,1,1,1,1,1,1,3,1,4,92.9,3379.25,0
4713,7544-ZVIKX,0,0,1,1,58,1,1,3,0,0,1,1,1,1,2,1,3,105.05,6004.85,0
969,3158-MOERK,1,0,0,0,2,1,1,3,0,0,0,0,1,1,1,1,1,96.0,174.8,1
6759,1591-MQJTP,0,1,1,0,51,1,1,3,1,0,1,0,0,1,2,1,3,93.65,4839.15,0
5597,6284-AHOOQ,0,1,0,0,22,1,1,3,0,0,0,1,1,0,1,1,3,90.5,1910.6,1
2611,5976-JCJRH,0,0,1,0,10,1,0,3,0,0,0,0,0,0,1,1,1,70.3,738.2,1
1655,7963-GQRMY,1,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,2,44.3,134.5,1
4309,2582-FFFZR,1,0,0,0,22,0,-1,1,0,0,1,0,1,1,1,1,1,50.6,1073.3,0
3756,9136-ALYBR,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,1,2,24.45,24.45,1
5865,2621-UDNLU,1,0,1,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.85,72,0
4653,2091-MJTFX,1,0,1,1,30,0,-1,1,0,0,0,1,1,1,1,0,4,51.2,1561.5,1
4774,7402-PWYJJ,1,0,1,0,53,1,1,3,0,0,0,1,0,1,2,1,1,91.15,4862.5,0
3976,5261-QSHQM,1,0,0,0,4,0,-1,1,0,0,0,0,0,0,1,1,1,24.45,86.6,1
5350,1172-VIYBP,0,0,1,1,53,1,1,1,1,1,0,0,0,1,3,0,3,69.7,3686.05,0
6610,9696-RMYBA,0,0,0,0,5,1,0,3,0,0,0,0,1,0,1,1,2,80.1,398.55,0
1619,5930-GBIWP,0,0,0,0,69,1,1,1,1,1,1,1,0,1,3,1,4,81.5,5553.25,0
4772,5795-BKOYE,1,0,1,1,69,1,0,1,0,1,1,1,0,0,2,0,3,59.1,4134.7,0
1526,2984-AFWNC,1,0,0,0,3,1,0,3,0,1,0,0,1,1,1,0,1,95.4,293.15,0
2041,3546-GHEAE,0,0,0,0,7,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.45,165.35,0
3945,3815-SLMEF,1,0,0,0,3,0,-1,1,1,0,0,1,0,0,1,0,2,34.25,139.35,1
3563,6741-EGCBI,0,1,0,0,30,1,1,3,1,0,0,0,0,1,1,1,4,90.5,2595.85,0
146,6837-BJYDQ,0,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.6,61.35,0
4192,7137-NAXML,0,0,0,0,23,1,0,0,-1,-1,-1,-1,-1,-1,2,0,3,20.15,405.6,0
3608,3208-YPIOE,0,0,0,0,39,1,1,3,0,0,0,0,0,0,1,0,1,75.25,3017.65,1
346,2034-GDRCN,1,0,0,0,2,1,0,3,0,0,0,0,1,1,1,1,1,90.4,168.2,1
5244,6233-HXJMX,1,0,0,0,45,1,1,3,0,0,1,0,0,1,1,1,4,89.3,4192.15,0
4961,6954-OOYZZ,0,0,1,0,18,1,0,1,0,0,0,0,0,0,1,1,3,44.35,768.05,0
5701,6476-YHMGA,1,0,1,1,15,1,0,1,0,1,1,1,1,1,1,0,3,76.5,1155.6,0
2885,7923-IYJWY,0,1,0,0,67,1,1,3,1,1,1,1,1,1,3,1,4,116.1,7839.85,0
1987,5419-KLXBN,1,0,1,1,25,1,0,3,0,1,1,0,1,0,1,1,3,89.15,2257.75,1
639,0195-IESCP,0,0,1,0,10,1,1,3,0,0,0,0,0,1,1,1,1,85.25,855.3,1
1130,5859-HZYLF,0,0,1,1,26,1,0,0,-1,-1,-1,-1,-1,-1,3,1,4,19.15,515.75,0
6904,6211-WHMYA,1,1,0,0,64,0,-1,1,0,1,0,1,1,0,1,1,1,43.85,2751,0
4659,6616-AALSR,1,0,1,1,65,1,1,3,1,0,1,0,1,1,3,1,4,104.3,6725.3,0
4628,1202-KKGFU,1,0,1,0,12,1,0,1,1,0,0,1,0,0,1,0,3,54.2,690.5,0
3485,6221-AVQYL,0,0,0,0,2,1,1,3,0,0,0,0,0,0,1,1,4,73.25,131.05,1
260,7273-TEFQD,0,1,0,0,3,0,-1,1,0,0,1,0,0,1,1,1,1,41.15,132.2,1
3232,2703-AMTUL,0,0,1,1,36,1,0,1,1,1,0,0,0,0,2,0,2,53.65,1939.35,0
3896,8590-OHDIW,1,0,1,1,38,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.3,749.35,0
946,6231-WFGFH,0,0,1,1,4,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.5,77.6,0
2487,6620-HVDUJ,0,0,0,0,24,1,0,1,1,1,0,1,0,0,1,0,3,60.45,1440.75,0
5570,5982-FPVQN,1,0,1,1,37,1,1,3,0,1,1,0,0,1,1,1,1,95.15,3532.85,0
4093,2476-YGEFM,1,0,0,0,29,1,1,3,0,0,0,0,0,0,1,1,4,76.0,2215.25,0
2363,4373-VVHQL,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,44.75,44.75,0
4566,8375-KVTHK,0,0,1,0,68,1,0,3,0,1,0,1,1,1,2,1,1,100.3,6754.35,0
3574,4634-JLRJT,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.35,20.35,0
2669,4659-NZRUF,1,0,0,0,19,1,1,3,1,1,0,0,0,1,1,1,1,95.15,1789.25,1
6680,9412-ARGBX,1,0,0,1,48,1,0,3,0,1,1,1,1,0,3,1,2,95.5,4627.85,1
1426,8752-GHJFU,0,1,1,0,71,1,1,3,1,1,1,1,0,0,2,1,1,92.0,6585.2,0
5533,9279-CJEOJ,1,1,0,0,21,1,1,3,0,0,0,0,1,1,1,1,3,95.4,2025.1,0
6965,7789-CRUVC,1,1,1,0,61,1,1,3,1,1,1,1,0,0,1,1,4,94.2,5895.45,0
4463,4603-JANFB,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,1,69.85,69.85,1
6247,3428-MMGUB,0,0,0,0,60,1,1,3,0,0,1,0,1,0,3,1,1,89.55,5231.2,0
842,1038-ZAGBI,1,0,1,1,12,1,0,0,-1,-1,-1,-1,-1,-1,2,0,3,19.8,229.6,1
914,6024-RUGGH,0,0,1,1,72,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,25.2,1798.9,0
2060,5248-KWLAR,0,0,1,1,71,1,1,1,1,1,1,1,1,1,3,0,1,90.35,6325.25,0
2535,2000-DHJUY,1,1,1,0,70,1,1,1,1,1,1,1,1,1,3,1,3,92.2,6474.45,0
1320,8947-YRTDV,0,0,1,1,32,1,0,3,1,1,1,0,0,1,2,0,2,94.8,3131.55,0
2609,4446-BZKHU,0,0,1,0,61,1,1,3,0,1,1,0,1,1,1,1,1,105.55,6281.45,1
5571,9107-UKCKY,0,0,1,0,61,1,1,1,0,1,1,0,1,1,2,1,1,79.8,4914.8,0
3939,8945-GRKHX,1,0,0,1,1,1,0,3,0,0,0,0,0,1,1,0,1,78.65,78.65,1
5025,7326-RIGQZ,0,0,1,1,6,1,0,3,0,0,0,0,0,0,1,1,1,69.8,377.85,0
2987,3769-MHZNV,1,0,1,1,33,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.1,670.35,0
2974,1481-ZUWZA,0,0,0,0,28,1,1,3,1,1,0,0,0,1,1,1,4,94.5,2659.4,1
4648,9717-QEBGU,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,1,1,70.3,144,0
6137,0870-VEMYL,1,0,0,0,5,1,0,1,1,0,0,1,0,0,1,0,4,53.85,259.8,1
4607,2853-CWQFQ,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,2,59.55,59.55,0
6672,2346-CZYIL,0,0,0,0,27,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.35,531.6,0
5707,4537-DKTAL,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,45.55,84.4,0
703,6942-LBFDP,1,0,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.55,33.6,0
1703,8158-WPEZG,0,0,0,0,11,0,-1,1,0,1,0,1,0,0,1,1,1,35.65,425.1,0
4257,9732-EQMWY,1,0,1,0,49,1,0,3,0,1,1,0,1,1,1,0,1,99.4,5025,0
909,0835-JKADZ,1,0,0,0,71,1,1,3,0,1,1,1,1,1,3,1,1,111.25,7984.15,0
5960,2957-JIRMN,1,1,0,0,62,1,1,3,0,0,0,0,1,0,2,0,1,84.45,4959.15,0
4043,3308-JSGML,0,1,1,0,59,0,-1,1,1,0,1,1,1,1,3,1,4,64.05,3886.85,0
1433,6439-LAJXL,0,0,1,0,9,1,0,1,1,1,0,1,1,0,1,1,2,68.95,593.85,0
6921,5243-SAOTC,0,0,0,0,54,1,1,3,0,1,0,0,0,0,1,1,3,79.85,4308.25,0
3494,5569-KGJHX,1,0,1,1,9,1,1,3,0,0,0,0,1,0,1,1,3,85.35,754.65,1
4614,4732-RRJZC,0,0,1,1,7,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.25,144.35,0
433,2957-LOLHO,0,0,0,0,12,1,0,1,0,0,0,0,0,0,1,1,3,45.4,518.9,1
2650,5609-IMCGG,1,0,0,0,15,1,1,3,1,0,1,0,0,0,1,1,4,84.35,1302.65,0
6356,3587-PMCOY,0,0,0,0,10,1,0,3,1,0,1,0,1,1,2,1,1,98.9,1064.95,0
2865,3617-XLSGQ,1,0,1,1,66,1,1,3,1,1,1,0,1,1,3,0,3,109.25,7082.5,0
3706,4993-JCRGJ,0,0,0,0,26,1,1,3,0,0,1,1,0,0,1,1,2,84.3,2281.6,0
5565,5087-SUURX,1,0,1,0,18,0,-1,1,0,0,1,0,1,0,1,1,1,39.05,669.85,1
6044,1689-YQBYY,1,0,0,1,12,1,1,3,0,0,0,0,0,0,1,1,1,76.6,893,0
2377,9308-ANMVE,0,0,0,1,47,1,0,1,1,1,0,0,0,0,1,1,1,55.3,2654.05,0
6113,1228-ZLNBX,0,0,0,0,21,1,1,3,0,0,0,0,0,0,1,0,2,75.3,1570.7,0
5336,9441-QHEVC,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.1,19.1,0
3154,0581-BXBUB,1,1,0,0,4,1,0,3,0,1,0,0,0,0,1,0,1,72.75,317.75,0
5132,3850-OKINF,0,0,1,1,71,1,1,1,1,0,0,0,1,0,2,1,1,66.2,4692.55,0
4398,4915-BFSXL,0,0,1,1,70,1,1,1,1,0,1,0,1,0,3,0,4,68.95,4858.7,0
5678,4797-AXPXK,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,60.0,60,1
6599,0023-XUOPT,1,0,1,0,13,1,1,3,0,1,1,0,1,0,1,0,1,94.1,1215.6,1
4307,6899-PPEEA,1,1,0,0,37,1,1,3,0,0,0,0,1,1,1,1,1,96.55,3580.3,1
4657,6743-HHQPF,0,0,1,0,42,0,-1,1,0,0,0,0,0,0,1,1,4,25.1,1097.15,0
318,2840-XANRC,0,1,1,0,24,1,0,3,0,0,1,0,1,1,1,1,1,93.15,2231.05,1
4084,2777-PHDEI,1,0,0,0,1,1,0,3,0,0,0,0,1,0,1,0,1,78.05,78.05,1
4083,0324-BRPCJ,1,1,1,0,68,1,1,3,0,1,0,0,1,1,1,1,1,100.2,6851.65,1
4477,6937-GCDGQ,0,0,1,1,19,1,0,1,1,0,0,0,0,0,2,1,3,48.95,955.6,0
4875,2302-ANTDP,1,1,1,0,48,1,1,3,1,1,1,1,1,1,1,0,1,117.45,5438.9,1
